NCBI gene (formerly Entrezgene) ID,Gene name,Gene description,Gene stable ID
486291,KSR2,kinase suppressor of ras 2 [Source:UniProtKB Gene Name;Acc:A0A8C0TWH3],ENSCAFG00845027012
,,,ENSCAFG00845027013
607720,TFDP1,transcription factor Dp-1 [Source:UniProtKB Gene Name;Acc:A0A8I3S650],ENSCAFG00845027014
,TRABD2B,TraB domain containing 2B [Source:UniProtKB Gene Name;Acc:A0A8I3SAK5],ENSCAFG00845027015
488070,NKD2,NKD inhibitor of WNT signaling pathway 2 [Source:UniProtKB Gene Name;Acc:A0A8I3SAJ9],ENSCAFG00845027016
119869433,,,ENSCAFG00845027017
,,,ENSCAFG00845027018
100856561,ZNF408,zinc finger protein 408 [Source:UniProtKB Gene Name;Acc:A0A8C0SFJ5],ENSCAFG00845027019
,,,ENSCAFG00845027020
,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],ENSCAFG00845027021
477711,TPI1,triosephosphate isomerase 1 [Source:NCBI gene (formerly Entrezgene);Acc:477711],ENSCAFG00845027022
485716,GPR171,G protein-coupled receptor 171 [Source:UniProtKB Gene Name;Acc:A0A8I3PUZ3],ENSCAFG00845027023
100855950,SPRN,shadow of prion protein [Source:UniProtKB Gene Name;Acc:A0A8C0MMY0],ENSCAFG00845027024
,,,ENSCAFG00845027025
483311,SLC25A19,solute carrier family 25 member 19 [Source:UniProtKB Gene Name;Acc:A0A8I3PW08],ENSCAFG00845027026
478986,UHMK1,UDP-N-acetylglucosamine pyrophosphorylase 1 [Source:UniProtKB Gene Name;Acc:A0A8C0PIW4],ENSCAFG00845027027
481356,SIX3,SIX homeobox 3 [Source:UniProtKB Gene Name;Acc:A0A8I3PR97],ENSCAFG00845027028
475950,EIF3M,eukaryotic translation initiation factor 3 subunit M [Source:UniProtKB Gene Name;Acc:A0A8C0T580],ENSCAFG00845027029
119866809,SNORA63,Small nucleolar RNA SNORA63 [Source:RFAM;Acc:RF00092],ENSCAFG00845027030
482569,,,ENSCAFG00845027031
,,,ENSCAFG00845027032
119867058,CBR1,carbonyl reductase 1 [Source:UniProtKB Gene Name;Acc:A0A8I3PRD9],ENSCAFG00845027033
119867057,CBR1,carbonyl reductase 1 [Source:UniProtKB Gene Name;Acc:A0A8I3PRD9],ENSCAFG00845027033
478282,FRMD5,FERM domain containing 5 [Source:UniProtKB Gene Name;Acc:A0A8I3S6B1],ENSCAFG00845027034
,,,ENSCAFG00845027035
612071,CDCA5,cell division cycle associated 5 [Source:UniProtKB Gene Name;Acc:A0A8I3PRD0],ENSCAFG00845027036
,,,ENSCAFG00845027037
487968,GUCA1C,guanylate cyclase activator 1C [Source:UniProtKB Gene Name;Acc:A0A8I3Q0F0],ENSCAFG00845027038
477044,TOP2B,DNA topoisomerase II beta [Source:UniProtKB Gene Name;Acc:A0A8I3Q0P9],ENSCAFG00845027039
,,,ENSCAFG00845027040
609732,IL23R,interleukin 23 receptor [Source:UniProtKB Gene Name;Acc:A0A8C0Q7W0],ENSCAFG00845027041
,,,ENSCAFG00845027042
,,,ENSCAFG00845027043
486131,FHIP2B,FHF complex subunit HOOK interacting protein 2B [Source:UniProtKB Gene Name;Acc:A0A8C0Z5I8],ENSCAFG00845027044
100687866,YWHAH,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta [Source:UniProtKB Gene Name;Acc:A0A8I3S659],ENSCAFG00845027045
100856546,TMEM50B,transmembrane protein 50B [Source:UniProtKB Gene Name;Acc:A0A8C0TUF4],ENSCAFG00845027046
,,,ENSCAFG00845027047
102156043,P2RY14,purinergic receptor P2Y14 [Source:UniProtKB Gene Name;Acc:A0A8I3S656],ENSCAFG00845027048
482619,IKBIP,IKBKB interacting protein [Source:UniProtKB Gene Name;Acc:A0A8C0P1Z1],ENSCAFG00845027049
,,,ENSCAFG00845027050
,,,ENSCAFG00845027051
477221,RBL1,RB transcriptional corepressor like 1 [Source:UniProtKB Gene Name;Acc:A0A8C0SJ08],ENSCAFG00845027052
491924,MSN,moesin [Source:UniProtKB Gene Name;Acc:A0A8I3PXJ8],ENSCAFG00845027053
,,,ENSCAFG00845027054
,,,ENSCAFG00845027055
100686018,ADAM12,ADAM metallopeptidase domain 12 [Source:UniProtKB Gene Name;Acc:A0A8P0NET7],ENSCAFG00845027056
,,,ENSCAFG00845027057
100856253,SLC6A13,solute carrier family 6 member 12 [Source:UniProtKB Gene Name;Acc:A0A8C0TV37],ENSCAFG00845027058
608349,,,ENSCAFG00845027059
,,,ENSCAFG00845027060
482570,OR4E1,olfactory receptor family 4 subfamily E member 1 [Source:NCBI gene (formerly Entrezgene);Acc:482570],ENSCAFG00845027061
,,,ENSCAFG00845027062
478943,MFSD4A,major facilitator superfamily domain containing 4A [Source:UniProtKB Gene Name;Acc:A0A8I3PV67],ENSCAFG00845027063
,,,ENSCAFG00845027064
,,,ENSCAFG00845027065
491122,BRIP1,BRCA1 interacting DNA helicase 1 [Source:UniProtKB Gene Name;Acc:A0A8P0SM10],ENSCAFG00845027066
,,,ENSCAFG00845027067
486415,ZDHHC8,zinc finger DHHC-type palmitoyltransferase 8 [Source:NCBI gene (formerly Entrezgene);Acc:486415],ENSCAFG00845027068
483631,ARHGAP1,Rho GTPase activating protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:483631],ENSCAFG00845027069
490092,RHBDL1,rhomboid like 1 [Source:UniProtKB Gene Name;Acc:A0A8C0N8Z7],ENSCAFG00845027070
485718,GPR87,G protein-coupled receptor 87 [Source:UniProtKB Gene Name;Acc:A0A8C0N871],ENSCAFG00845027071
485775,FERMT1,FERM domain containing kindlin 1 [Source:UniProtKB Gene Name;Acc:A0A8I3QCU1],ENSCAFG00845027072
403930,SRP14,signal recognition particle 14 [Source:NCBI gene (formerly Entrezgene);Acc:403930],ENSCAFG00845027073
,,,ENSCAFG00845027074
478854,HSPD1,heat shock protein family D (Hsp60) member 1 [Source:VGNC Symbol;Acc:VGNC:111526],ENSCAFG00845027075
607950,MTREX,Mtr4 exosome RNA helicase [Source:UniProtKB Gene Name;Acc:A0A8C0PSG5],ENSCAFG00845027076
484994,CAMSAP3,calmodulin regulated spectrin associated protein family member 3 [Source:UniProtKB Gene Name;Acc:A0A8I3PY05],ENSCAFG00845027077
102154725,MSMO1,methylsterol monooxygenase 1 [Source:UniProtKB Gene Name;Acc:A0A8P0SGC5],ENSCAFG00845027078
492162,FHL1,four and a half LIM domains 1 [Source:UniProtKB Gene Name;Acc:A0A8C0NPT6],ENSCAFG00845027079
476624,USP4,ubiquitin specific peptidase 4 [Source:UniProtKB Gene Name;Acc:A0A8C0NPQ3],ENSCAFG00845027080
,,,ENSCAFG00845027081
,,,ENSCAFG00845027082
477088,COPB2,COPI coat complex subunit beta 2 [Source:UniProtKB Gene Name;Acc:A0A8P0TKW0],ENSCAFG00845027083
483880,INHBB,inhibin subunit beta B [Source:UniProtKB Gene Name;Acc:A0A8C0PAU3],ENSCAFG00845027084
485399,PIK3C2A,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha [Source:UniProtKB Gene Name;Acc:A0A8C0RT86],ENSCAFG00845027085
,,,ENSCAFG00845027086
478909,SLC11A1,solute carrier family 11 member 1 [Source:NCBI gene (formerly Entrezgene);Acc:478909],ENSCAFG00845027087
,,,ENSCAFG00845027088
,,,ENSCAFG00845027089
612536,TMEM187,transmembrane protein 187 [Source:UniProtKB Gene Name;Acc:A0A8C0TDM0],ENSCAFG00845027090
608610,MIF4GD,MIF4G domain containing [Source:UniProtKB Gene Name;Acc:A0A8P0SAB5],ENSCAFG00845027091
,,,ENSCAFG00845027092
,,,ENSCAFG00845027093
,,,ENSCAFG00845027094
610090,PGLS,6-phosphogluconolactonase [Source:UniProtKB Gene Name;Acc:A0A8C0P174],ENSCAFG00845027095
119866270,U6,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],ENSCAFG00845027096
100683273,ZNF239,zinc finger protein 239 [Source:UniProtKB Gene Name;Acc:A0A8I3Q1L3],ENSCAFG00845027097
448794,HCN4,hyperpolarization activated cyclic nucleotide gated potassium channel 4 [Source:UniProtKB Gene Name;Acc:A0A8I3PXZ5],ENSCAFG00845027098
,,,ENSCAFG00845027099
481357,SIX2,SIX homeobox 2 [Source:UniProtKB Gene Name;Acc:A0A8C0QI40],ENSCAFG00845027100
,,,ENSCAFG00845027101
403863,GUCY2D,"guanylate cyclase 2D, retinal [Source:NCBI gene (formerly Entrezgene);Acc:403863]",ENSCAFG00845027102
448778,P2RX7,purinergic receptor P2X 7 [Source:NCBI gene (formerly Entrezgene);Acc:448778],ENSCAFG00845027103
,,,ENSCAFG00845027104
119864333,U6,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],ENSCAFG00845027105
,RPS10,ribosomal protein S10 [Source:UniProtKB Gene Name;Acc:A0A8C0M508],ENSCAFG00845027106
,,,ENSCAFG00845027107
404020,ATP4B,ATPase H+/K+ transporting subunit beta [Source:VGNC Symbol;Acc:VGNC:38263],ENSCAFG00845027108
106560094,LRTM1,leucine rich repeats and transmembrane domains 1 [Source:UniProtKB Gene Name;Acc:A0A8C0SXZ3],ENSCAFG00845027109
,U4,U4 spliceosomal RNA [Source:RFAM;Acc:RF00015],ENSCAFG00845027110
,,,ENSCAFG00845027111
478557,MORC1,MORC family CW-type zinc finger 1 [Source:UniProtKB Gene Name;Acc:A0A8I3PXM6],ENSCAFG00845027112
479893,,,ENSCAFG00845027113
442958,P2RY12,purinergic receptor P2Y12 [Source:NCBI gene (formerly Entrezgene);Acc:442958],ENSCAFG00845027114
483881,RALB,RAS like proto-onco B [Source:UniProtKB Gene Name;Acc:A0A8I3S667],ENSCAFG00845027115
119865479,U6,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],ENSCAFG00845027116
119866815,,,ENSCAFG00845027117
,,,ENSCAFG00845027118
,,,ENSCAFG00845027119
483131,SIKE1,suppressor of IKBKE 1 [Source:UniProtKB Gene Name;Acc:A0A8C0S5Y6],ENSCAFG00845027120
475889,SYPL1,synaptophysin like 1 [Source:UniProtKB Gene Name;Acc:A0A8I3Q038],ENSCAFG00845027121
,,,ENSCAFG00845027122
612846,RNF220,ring finger protein 220 [Source:UniProtKB Gene Name;Acc:A0A8I3QD03],ENSCAFG00845027123
,,,ENSCAFG00845027124
478653,ALG3,"ALG3 alpha-1,3- mannosyltransferase [Source:UniProtKB Gene Name;Acc:A0A8I3Q0L6]",ENSCAFG00845027125
492247,IRAK1,interleukin 1 receptor associated kinase 1 [Source:UniProtKB Gene Name;Acc:A0A8I3PV99],ENSCAFG00845027126
119865461,SNORA70,Small nucleolar RNA SNORA70 [Source:RFAM;Acc:RF00156],ENSCAFG00845027127
,,,ENSCAFG00845027128
,,,ENSCAFG00845027129
119872047,RNU6-586P,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],ENSCAFG00845027130
100856290,DNAJC28,DnaJ heat shock protein family (Hsp40) member C28 [Source:UniProtKB Gene Name;Acc:A0A8I3Q045],ENSCAFG00845027131
486994,TRPA1,transient receptor potential cation channel subfamily A member 1 [Source:UniProtKB Gene Name;Acc:A0A8I3PXS0],ENSCAFG00845027132
,,,ENSCAFG00845027133
606923,CD93,CD93 molecule [Source:UniProtKB Gene Name;Acc:A0A8I3Q0M4],ENSCAFG00845027134
,,,ENSCAFG00845027135
,,,ENSCAFG00845027136
488574,ELK4,ETS transcription factor ELK4 [Source:UniProtKB Gene Name;Acc:A0A8C0MNC2],ENSCAFG00845027137
477499,RFC5,replication factor C subunit 5 [Source:UniProtKB Gene Name;Acc:A0A8I3PVU7],ENSCAFG00845027138
,,,ENSCAFG00845027139
119872093,U4,U4 spliceosomal RNA [Source:RFAM;Acc:RF00015],ENSCAFG00845027140
486959,MOS,"MOS proto-onco, serine/threonine kinase [Source:UniProtKB Gene Name;Acc:A0A8P0TKH9]",ENSCAFG00845027141
491694,SCART1,scavenger receptor family member expressed on T cells 1 [Source:UniProtKB Gene Name;Acc:A0A8I3PS10],ENSCAFG00845027142
610870,C19orf53,chromosome 19 open reading frame 53 [Source:HGNC Symbol;Acc:HGNC:24991],ENSCAFG00845027143
609426,TRIP13,thyroid hormone receptor interactor 13 [Source:NCBI gene (formerly Entrezgene);Acc:609426],ENSCAFG00845027144
,,,ENSCAFG00845027145
,,,ENSCAFG00845027146
,,,ENSCAFG00845027147
,,,ENSCAFG00845027148
610256,FOXD2,forkhead box D2 [Source:UniProtKB Gene Name;Acc:A0A8I3PTK6],ENSCAFG00845027149
486320,FICD,FIC domain protein adenylyltransferase [Source:UniProtKB Gene Name;Acc:A0A8C0PZM8],ENSCAFG00845027150
,,,ENSCAFG00845027151
,,,ENSCAFG00845027152
,,,ENSCAFG00845027153
477579,ZWINT,ZW10 interacting kinetochore protein [Source:UniProtKB Gene Name;Acc:A0A8I3S681],ENSCAFG00845027154
,,,ENSCAFG00845027155
,U4,U4 spliceosomal RNA [Source:RFAM;Acc:RF00015],ENSCAFG00845027156
,,,ENSCAFG00845027157
,,,ENSCAFG00845027158
,,,ENSCAFG00845027159
,,,ENSCAFG00845027160
,,,ENSCAFG00845027161
,,,ENSCAFG00845027162
,,,ENSCAFG00845027163
,,,ENSCAFG00845027164
490907,HELZ,helicase with zinc finger [Source:UniProtKB Gene Name;Acc:A0A8I3PSR6],ENSCAFG00845027165
486960,PLAG1,PLAG1 zinc finger [Source:UniProtKB Gene Name;Acc:A0A8C0RNJ1],ENSCAFG00845027166
485557,GRK1,G protein-coupled receptor kinase 1 [Source:UniProtKB Gene Name;Acc:A0A8C0YV78],ENSCAFG00845027167
483751,NAALADL1,N-acetylated alpha-linked acidic dipeptidase like 1 [Source:VGNC Symbol;Acc:VGNC:111582],ENSCAFG00845027168
,,,ENSCAFG00845027169
477114,IGSF10,immunoglobulin superfamily member 10 [Source:UniProtKB Gene Name;Acc:A0A8C0N4I8],ENSCAFG00845027170
491817,PCBP1,poly(rC) binding protein 1 [Source:VGNC Symbol;Acc:VGNC:111626],ENSCAFG00845027171
481417,PCBP1,poly(rC) binding protein 1 [Source:VGNC Symbol;Acc:VGNC:111626],ENSCAFG00845027171
,,,ENSCAFG00845027172
,,,ENSCAFG00845027173
477062,CAPN7,calpain 7 [Source:UniProtKB Gene Name;Acc:A0A8I3S676],ENSCAFG00845027174
100856570,GART,"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase [Source:UniProtKB Gene Name;Acc:A0A8I3PRU8]",ENSCAFG00845027175
119877695,,,ENSCAFG00845027176
119870310,,,ENSCAFG00845027176
,,,ENSCAFG00845027177
610277,FOXE3,forkhead box E3 [Source:UniProtKB Gene Name;Acc:A0A8I3PTP4],ENSCAFG00845027178
475405,,,ENSCAFG00845027179
100855486,,,ENSCAFG00845027180
484914,MRI1,methylthioribose-1-phosphate isomerase 1 [Source:UniProtKB Gene Name;Acc:A0A8I3PVF4],ENSCAFG00845027181
,,,ENSCAFG00845027182
481183,MAPK8IP2,mitogen-activated protein kinase 8 interacting protein 2 [Source:UniProtKB Gene Name;Acc:A0A8I3Q1U0],ENSCAFG00845027183
119877135,,,ENSCAFG00845027184
,,,ENSCAFG00845027185
100856365,CTDSP1,CTD small phosphatase 1 [Source:UniProtKB Gene Name;Acc:A0A8I3PRR3],ENSCAFG00845027186
607313,BMF,Bcl2 modifying factor [Source:UniProtKB Gene Name;Acc:A0A8C0RSS3],ENSCAFG00845027187
119864810,U4,U4 spliceosomal RNA [Source:RFAM;Acc:RF00015],ENSCAFG00845027188
,,,ENSCAFG00845027189
,,,ENSCAFG00845027190
119863900,,,ENSCAFG00845027191
480884,MED14,mediator complex subunit 14 [Source:UniProtKB Gene Name;Acc:A0A8I3Q140],ENSCAFG00845027192
119871870,C1orf141,chromosome 1 open reading frame 141 [Source:HGNC Symbol;Acc:HGNC:32044],ENSCAFG00845027193
,,,ENSCAFG00845027194
474355,THBD,thrombomodulin [Source:VGNC Symbol;Acc:VGNC:47334],ENSCAFG00845027195
,,,ENSCAFG00845027196
,,,ENSCAFG00845027197
487555,MYO5C,myosin VC [Source:UniProtKB Gene Name;Acc:A0A8P0NNM2],ENSCAFG00845027198
,,,ENSCAFG00845027199
482968,KCNF1,potassium voltage-gated channel modifier subfamily F member 1 [Source:UniProtKB Gene Name;Acc:A0A8I3S677],ENSCAFG00845027200
,,,ENSCAFG00845027201
481751,SPDEF,SAM pointed domain containing ETS transcription factor [Source:UniProtKB Gene Name;Acc:A0A8I3PWS6],ENSCAFG00845027202
,,,ENSCAFG00845027203
100685685,,,ENSCAFG00845027204
477757,HNRNPF,heteroous nuclear ribonucleoprotein F [Source:UniProtKB Gene Name;Acc:A0A8C0NZN5],ENSCAFG00845027205
609474,SH2D1B,SH2 domain containing 1B [Source:UniProtKB Gene Name;Acc:A0A8C0S8U3],ENSCAFG00845027206
,,,ENSCAFG00845027207
609623,MRPS7,mitochondrial ribosomal protein S7 [Source:UniProtKB Gene Name;Acc:A0A8C0M861],ENSCAFG00845027208
475891,CDHR3,cadherin related family member 3 [Source:UniProtKB Gene Name;Acc:A0A8I3SAN2],ENSCAFG00845027209
476112,TMEM185B,transmembrane protein 185B [Source:NCBI gene (formerly Entrezgene);Acc:476112],ENSCAFG00845027210
,,,ENSCAFG00845027211
,,,ENSCAFG00845027212
100684260,ASXL2,ASXL transcriptional regulator 2 [Source:UniProtKB Gene Name;Acc:A0A8I3QD37],ENSCAFG00845027213
,,,ENSCAFG00845027214
488429,ITGA4,integrin subunit alpha 4 [Source:UniProtKB Gene Name;Acc:A0A8I3QDF1],ENSCAFG00845027215
478855,MOB4,heat shock protein family E (Hsp10) member 1 [Source:UniProtKB Gene Name;Acc:A0A8C0MWK9],ENSCAFG00845027216
486718,USP5,ubiquitin specific peptidase 5 [Source:UniProtKB Gene Name;Acc:A0A8I3PWW2],ENSCAFG00845027217
607038,,,ENSCAFG00845027218
,,,ENSCAFG00845027219
609282,CHCHD7,coiled-coil-helix-coiled-coil-helix domain containing 7 [Source:UniProtKB Gene Name;Acc:A0A8C0Z713],ENSCAFG00845027220
100688981,TAF5,TATA-box binding protein associated factor 5 [Source:UniProtKB Gene Name;Acc:A0A8C0PRN2],ENSCAFG00845027221
476586,SELENOK,selenoprotein K [Source:NCBI gene (formerly Entrezgene);Acc:476586],ENSCAFG00845027222
403514,TBX4,T-box transcription factor 4 [Source:NCBI gene (formerly Entrezgene);Acc:403514],ENSCAFG00845027223
484835,SLC27A1,solute carrier family 27 member 1 [Source:UniProtKB Gene Name;Acc:A0A8I3PXV3],ENSCAFG00845027224
119866263,U4,U4 spliceosomal RNA [Source:RFAM;Acc:RF00015],ENSCAFG00845027225
484915,YJU2B,YJU2 splicing factor homolog B [Source:UniProtKB Gene Name;Acc:A0A8C0Z360],ENSCAFG00845027226
488105,EEF1AKMT4,EEF1A lysine methyltransferase 4 [Source:UniProtKB Gene Name;Acc:A0A8I3PTU1],ENSCAFG00845027227
488575,SLC45A3,solute carrier family 45 member 3 [Source:UniProtKB Gene Name;Acc:A0A8C0MSI9],ENSCAFG00845027228
486321,CMKLR1,chemerin chemokine-like receptor 1 [Source:UniProtKB Gene Name;Acc:A0A8I3Q1X3],ENSCAFG00845027229
609927,CIMIP5,ciliary microtubule inner protein 5 [Source:HGNC Symbol;Acc:HGNC:26324],ENSCAFG00845027230
,,,ENSCAFG00845027231
482620,APAF1,apoptotic peptidase activating factor 1 [Source:UniProtKB Gene Name;Acc:A0A8C0P040],ENSCAFG00845027232
478594,MUC13,"mucin 13, cell surface associated [Source:UniProtKB Gene Name;Acc:A0A8I3Q1X9]",ENSCAFG00845027233
487748,CBR3,carbonyl reductase 3 [Source:UniProtKB Gene Name;Acc:A0A8I3PRW1],ENSCAFG00845027234
477265,ATP9A,ATPase phospholipid transporting 9A (putative) [Source:VGNC Symbol;Acc:VGNC:111359],ENSCAFG00845027235
,,,ENSCAFG00845027236
119867877,U6,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],ENSCAFG00845027237
486816,TLL2,tolloid like 2 [Source:UniProtKB Gene Name;Acc:A0A8C0PH88],ENSCAFG00845027238
119867294,C3orf85,chromosome 33 C3orf85 homolog [Source:VGNC Symbol;Acc:VGNC:109330],ENSCAFG00845027239
609872,AADACL2,arylacetamide deacetylase like 2 [Source:UniProtKB Gene Name;Acc:A0A8C0SKC7],ENSCAFG00845027240
102156509,,,ENSCAFG00845027241
,,,ENSCAFG00845027242
491742,MSL3,MSL complex subunit 3 [Source:UniProtKB Gene Name;Acc:A0A8C0SRG9],ENSCAFG00845027243
477867,C10orf90,chromosome 10 open reading frame 90 [Source:HGNC Symbol;Acc:HGNC:26563],ENSCAFG00845027244
403450,MAOA,monoamine oxidase A [Source:NCBI gene (formerly Entrezgene);Acc:403450],ENSCAFG00845027245
,,,ENSCAFG00845027246
119867513,C3orf80,chromosome 3 open reading frame 80 [Source:HGNC Symbol;Acc:HGNC:40048],ENSCAFG00845027247
611842,SRBD1,S1 RNA binding domain 1 [Source:UniProtKB Gene Name;Acc:A0A8I3PVZ8],ENSCAFG00845027248
474627,C2orf42,chromosome 2 open reading frame 42 [Source:HGNC Symbol;Acc:HGNC:26056],ENSCAFG00845027249
,,,ENSCAFG00845027250
486322,WSCD2,WSC domain containing 2 [Source:UniProtKB Gene Name;Acc:A0A8C0RU85],ENSCAFG00845027251
104796997,MIR8864-1,microRNA mir-8864-1 [Source:NCBI gene (formerly Entrezgene);Acc:104796997],ENSCAFG00845027252
483387,SEMA3E,semaphorin 3E [Source:UniProtKB Gene Name;Acc:A0A8C0MUV7],ENSCAFG00845027253
,,,ENSCAFG00845027254
,MECP2,methyl-CpG binding protein 2 [Source:UniProtKB Gene Name;Acc:A0A8I3SAP6],ENSCAFG00845027255
,,,ENSCAFG00845027256
,U2,U2 spliceosomal RNA [Source:RFAM;Acc:RF00004],ENSCAFG00845027257
,,,ENSCAFG00845027258
485742,FOXA2,forkhead box A2 [Source:UniProtKB Gene Name;Acc:A0A8I3Q0G2],ENSCAFG00845027259
607194,CAMK2N2,calcium/calmodulin dependent protein kinase II inhibitor 2 [Source:UniProtKB Gene Name;Acc:A0A8C0TLR6],ENSCAFG00845027260
488397,METTL8,"methyltransferase 8, tRNA N3-cytidine [Source:UniProtKB Gene Name;Acc:A0A8C0NCV5]",ENSCAFG00845027261
607739,TMEM255B,transmembrane protein 255B [Source:UniProtKB Gene Name;Acc:A0A8I3PRZ9],ENSCAFG00845027262
100688755,C3orf62,chromosome 3 open reading frame 62 [Source:HGNC Symbol;Acc:HGNC:24771],ENSCAFG00845027263
,U4,U4 spliceosomal RNA [Source:RFAM;Acc:RF00015],ENSCAFG00845027264
,U4,U4 spliceosomal RNA [Source:RFAM;Acc:RF00015],ENSCAFG00845027265
,,,ENSCAFG00845027266
102156028,FXYD4,FXYD domain containing ion transport regulator 4 [Source:UniProtKB Gene Name;Acc:A0A8C0TYT6],ENSCAFG00845027267
607274,ACTR8,actin related protein 8 [Source:UniProtKB Gene Name;Acc:A0A8C0PKZ3],ENSCAFG00845027268
,,,ENSCAFG00845027269
,,,ENSCAFG00845027270
610150,,,ENSCAFG00845027271
,,,ENSCAFG00845027272
100682634,ATP5MK,ATP synthase membrane subunit k [Source:UniProtKB Gene Name;Acc:A0A8I3PX70],ENSCAFG00845027273
609245,,,ENSCAFG00845027274
,U6,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],ENSCAFG00845027275
,,,ENSCAFG00845027276
492299,SLC5A1,solute carrier family 5 member 1 [Source:NCBI gene (formerly Entrezgene);Acc:492299],ENSCAFG00845027277
482328,DGKB,diacylglycerol kinase beta [Source:UniProtKB Gene Name;Acc:A0A8I3PU79],ENSCAFG00845027278
477115,AADAC,arylacetamide deacetylase like 2 [Source:UniProtKB Gene Name;Acc:A0A8C0SHW2],ENSCAFG00845027279
100855894,METTL21C,"methyltransferase 21C, AARS1 lysine [Source:UniProtKB Gene Name;Acc:A0A8I3Q123]",ENSCAFG00845027280
479894,WDR90,WD repeat domain 90 [Source:UniProtKB Gene Name;Acc:A0A8I3PY86],ENSCAFG00845027281
478944,NUCKS1,nuclear casein kinase and cyclin dependent kinase substrate 1 [Source:UniProtKB Gene Name;Acc:A0A8C0T0T5],ENSCAFG00845027282
,,,ENSCAFG00845027283
,,,ENSCAFG00845027284
,,,ENSCAFG00845027285
609944,SLC66A3,solute carrier family 66 member 3 [Source:UniProtKB Gene Name;Acc:A0A8C0MN56],ENSCAFG00845027286
477888,SDR16C5,short chain dehydrogenase/reductase family 16C member 5 [Source:UniProtKB Gene Name;Acc:A0A8I3S691],ENSCAFG00845027287
,,,ENSCAFG00845027288
607530,MCM8,cardiolipin synthase 1 [Source:UniProtKB Gene Name;Acc:A0A8C0PAF1],ENSCAFG00845027289
477163,MCM8,cardiolipin synthase 1 [Source:UniProtKB Gene Name;Acc:A0A8C0PAF1],ENSCAFG00845027289
485743,PAX1,paired box 1 [Source:UniProtKB Gene Name;Acc:A0A8C0P7L6],ENSCAFG00845027290
100685164,ILRUN,inflammation and lipid regulator with UBA-like and NBR1-like domains [Source:UniProtKB Gene Name;Acc:A0A8C0YWL0],ENSCAFG00845027291
483632,ATG13,autophagy related 13 [Source:UniProtKB Gene Name;Acc:A0A8C0YX87],ENSCAFG00845027292
,,,ENSCAFG00845027293
,,,ENSCAFG00845027294
,,,ENSCAFG00845027295
,,,ENSCAFG00845027296
,,,ENSCAFG00845027297
,,,ENSCAFG00845027298
487749,DOP1B,DOP1 leucine zipper like protein B [Source:UniProtKB Gene Name;Acc:A0A8C0PLR2],ENSCAFG00845027299
100682721,OR4S2,olfactory receptor family 4 subfamily S member 2 [Source:NCBI gene (formerly Entrezgene);Acc:100682721],ENSCAFG00845027300
111094434,,,ENSCAFG00845027301
486132,DMTN,dematin actin binding protein [Source:UniProtKB Gene Name;Acc:A0A8I3Q2X0],ENSCAFG00845027302
489485,ALOX15B,arachidonate 15-lipoxygenase type B [Source:UniProtKB Gene Name;Acc:A0A8C0QE39],ENSCAFG00845027303
,,,ENSCAFG00845027304
488132,IFT80,intraflagellar transport 80 [Source:VGNC Symbol;Acc:VGNC:111531],ENSCAFG00845027305
100685241,SLC35D1,solute carrier family 35 member D1 [Source:UniProtKB Gene Name;Acc:A0A8I3PY08],ENSCAFG00845027306
100886152,MIR223,microRNA mir-223 [Source:NCBI gene (formerly Entrezgene);Acc:100886152],ENSCAFG00845027307
,,,ENSCAFG00845027308
,,,ENSCAFG00845027309
,,,ENSCAFG00845027310
403814,TACR3,tachykinin receptor 3 [Source:NCBI gene (formerly Entrezgene);Acc:403814],ENSCAFG00845027311
,,,ENSCAFG00845027312
477089,RBP2,retinol binding protein 2 [Source:UniProtKB Gene Name;Acc:A0A8I3QDC6],ENSCAFG00845027313
,U4,U4 spliceosomal RNA [Source:RFAM;Acc:RF00015],ENSCAFG00845027314
,,,ENSCAFG00845027315
608273,TAMALIN,trafficking regulator and scaffold protein tamalin [Source:UniProtKB Gene Name;Acc:A0A8P0TPP3],ENSCAFG00845027316
,,,ENSCAFG00845027317
,,,ENSCAFG00845027318
100856094,MROH8,maestro heat like repeat family member 8 [Source:UniProtKB Gene Name;Acc:A0A8I3PUH0],ENSCAFG00845027319
403957,RAB11A,"RAB11A, member RAS onco family [Source:NCBI gene (formerly Entrezgene);Acc:403957]",ENSCAFG00845027320
,,,ENSCAFG00845027321
612786,TM9SF3,transmembrane 9 superfamily member 3 [Source:UniProtKB Gene Name;Acc:A0A8C0PGW3],ENSCAFG00845027322
,,,ENSCAFG00845027323
491314,DYNC2I2,dynein 2 intermediate chain 2 [Source:UniProtKB Gene Name;Acc:A0A8C0SC80],ENSCAFG00845027324
,,,ENSCAFG00845027325
